id,carat,cut,color,clarity,depth,table,x,y,z,price
6713,0.9,Very Good,G,SI1,61.3,60,6.14,6.17,3.77,3841
9396,1.1,Premium,H,VS2,61.4,58,6.68,6.62,4.08,5652
3061,1.06,Very Good,I,SI2,62.8,56,6.47,6.55,4.09,4132
8810,0.68,Premium,G,VS2,61.7,57,5.67,5.65,3.49,2040
25306,0.55,Ideal,E,SI2,62,56,5.27,5.31,3.28,1221
22608,1.56,Premium,D,SI2,61.1,56,7.54,7.45,4.58,8858
11932,0.32,Ideal,E,IF,61.9,56,4.4,4.42,2.73,1095
20133,0.42,Ideal,D,SI1,61.9,56,4.84,4.82,2.99,1040
15233,0.54,Ideal,F,SI2,61,56,5.24,5.29,3.21,1173
9587,1.34,Ideal,H,SI1,62.4,54,7.05,7.08,4.41,7659
20809,2.01,Ideal,H,SI2,60.1,57,8.24,8.2,4.94,15562
6633,0.61,Ideal,I,VVS1,62.5,54,5.43,5.49,3.41,1713
19792,0.71,Very Good,G,SI1,61.6,61,5.7,5.72,3.52,2515
8315,1.01,Ideal,F,VS1,63.2,56,6.35,6.41,4.03,7209
8642,0.6,Good,E,VVS2,64.2,55,5.31,5.34,3.42,2511
20456,0.4,Premium,F,VVS2,60.7,58,4.7,4.75,2.87,1088
1107,0.42,Very Good,D,SI2,62.9,55,4.78,4.82,3.02,656
25066,0.88,Good,I,SI1,60.2,64,6.18,6.22,3.73,2558
373,0.81,Premium,H,SI2,60,59,6.03,5.97,3.62,2344
18164,0.31,Good,I,VS1,,56,4.27,4.32,2.74,489
14346,0.7,Very Good,G,VS1,63.2,58,5.61,5.65,3.56,2473
159,0.51,Ideal,E,SI1,62.4,55,5.14,5.09,3.19,1443
10039,1.5,Premium,E,VS2,61.8,59,7.38,7.31,4.54,14925
13895,0.4,Ideal,F,VS1,61.8,54,4.75,4.77,2.94,917
10347,0.45,Good,F,VS1,57.6,62.5,5.05,5.09,2.91,1144
14479,0.33,Premium,G,VS2,60,58,4.47,4.49,2.69,579
11498,1.55,Very Good,H,VS2,61.3,61,7.39,7.46,4.55,11602
25767,0.7,Very Good,E,SI1,63.2,61,5.61,5.49,3.51,2164
22957,0.26,Premium,H,VVS1,59.8,59,4.17,4.12,2.48,600
4423,1.59,Ideal,J,VS2,62.9,58,7.45,7.39,4.66,8681
6939,0.36,Ideal,D,VVS2,60.7,56,4.59,4.63,2.8,971
19815,1.01,Premium,G,SI1,62.6,60,6.36,6.29,3.96,5006
18715,1.04,Ideal,J,SI1,62,53,6.51,6.55,4.05,4469
10046,0.31,Very Good,G,SI1,63.2,54,4.33,4.31,2.73,593
23121,0.55,Ideal,G,VVS2,60.5,56,5.36,5.37,3.24,1948
2614,1.05,Premium,H,VS2,60.5,58,6.7,6.63,4.03,4739
20442,1.22,Premium,H,SI1,60.6,58,6.91,6.86,4.17,5063
9457,0.91,Very Good,H,VVS2,63.6,56,6.11,6.13,3.89,4143
6059,1.06,Ideal,F,VS2,62.1,55,6.52,6.55,4.06,7334
19539,0.38,Ideal,G,VS1,62.4,54,4.63,4.67,2.9,759
13780,0.33,Ideal,H,VVS1,62.2,55,4.44,4.4,2.75,965
6976,0.27,Ideal,D,IF,62.4,56,4.15,4.12,2.58,893
3349,1.34,Very Good,H,SI1,61.6,59,7.04,7.09,4.35,7655
24739,0.3,Good,I,SI1,63.3,59,4.22,4.25,2.68,394
3970,0.74,Fair,F,VS2,61.1,68,5.82,5.75,3.53,2805
24194,0.32,Ideal,I,VS2,62.9,57,4.4,4.37,2.76,576
25425,0.35,Very Good,G,IF,62.1,54,4.53,4.57,2.82,892
23191,0.49,Good,D,VS1,57.5,60,5.18,5.25,3,1738
26155,1.03,Premium,G,VS2,62.3,59,6.42,6.38,3.99,6327
4185,2.24,Premium,H,SI2,61.8,58,8.41,8.34,5.18,10913
47,0.43,Premium,F,VS1,62.5,58,4.85,4.78,3.01,1129
22867,1.01,Very Good,F,SI1,63,58,6.31,6.39,4,4619
23110,0.7,Very Good,E,IF,63.4,58,5.64,5.59,3.56,3622
3540,1.01,Very Good,F,SI2,63.5,56,6.38,6.35,4.04,3897
19935,0.32,Ideal,G,IF,61.2,57,4.43,4.4,2.7,1020
7084,0.52,Good,F,VS1,64.2,58,5.1,5.02,3.25,1841
22479,1.01,Premium,F,VS2,59.3,62,6.48,6.44,3.83,6533
4174,0.7,Good,J,VS2,63.2,61,5.59,5.62,3.54,1843
2561,0.3,Premium,D,VS2,60.3,60,4.31,4.28,2.59,911
19906,1.23,Premium,F,VS1,61.3,60,6.94,6.9,4.24,9489
7359,0.33,Premium,E,VS1,60.9,58,4.49,4.45,2.72,1002
4288,0.39,Ideal,G,VVS1,58.8,62,4.77,4.79,2.81,1004
3251,0.57,Ideal,F,VVS2,62.1,56,5.31,5.35,3.31,2339
26214,1.76,Premium,I,VS2,62.4,58,7.7,7.65,4.79,9659
2451,0.71,Ideal,F,VS1,61.5,57,5.74,5.71,3.52,2839
5090,0.32,Ideal,D,SI2,61.8,55,4.38,4.42,2.72,477
23846,0.5,Ideal,I,VVS1,61.6,56,5.1,5.13,3.15,1747
4407,0.27,Ideal,E,VVS2,62.5,57,4.1,4.13,2.57,622
11659,1.5,Premium,I,SI1,62,62,7.35,7.3,4.54,8736
8482,1.5,Premium,I,VS2,61.1,60,7.33,7.36,4.49,9471
8815,1.02,Premium,D,SI1,62.3,59,6.42,6.38,3.99,5998
7558,1.73,Premium,I,SI2,61.1,62,7.64,7.54,4.64,7270
26411,1.32,Premium,I,SI2,61.3,59,7.01,6.95,4.28,5588
1403,0.4,Premium,D,VS1,60.9,58,4.78,4.81,2.92,1123
8174,1.01,Good,G,SI1,63.6,57,6.33,6.37,4.04,4588
6222,1.51,Ideal,F,SI1,62.5,57,7.27,7.32,4.56,10693
13995,0.57,Ideal,E,SI1,61.8,57,5.33,5.28,3.28,1728
6480,0.31,Ideal,F,IF,61.4,56,4.38,4.41,2.7,1061
14918,1.34,Ideal,D,I1,61.7,55,7.12,7.08,4.38,6303
24164,1.51,Premium,D,SI2,62.1,60,7.3,7.25,4.52,9234
19372,0.41,Ideal,G,VS2,61.6,54,4.81,4.84,2.97,900
21148,2.04,Ideal,G,SI1,61.9,58,8.12,8.16,5.04,18153
5834,1.01,Good,H,SI1,59.4,60,6.49,6.54,3.87,4616
8099,2.04,Very Good,H,SI1,62.5,61,8.04,8.08,5.04,17952
17980,1.2,Premium,H,SI1,62.4,59,6.73,6.7,4.19,5899
11425,2,Very Good,I,SI1,58.5,58,8.24,8.28,4.83,15249
13330,1.51,Very Good,G,VS2,59.3,58,7.32,7.49,4.39,11161
14071,0.37,Very Good,F,IF,60.4,57,4.65,4.68,2.81,995
527,0.9,Very Good,G,VS1,62.3,60,6,6.08,3.76,4540
15138,1.04,Ideal,G,VS1,61.8,56,6.5,6.52,4.02,7467
6024,1.57,Premium,I,VS2,62.5,58,7.5,7.42,4.66,9847
15741,1.14,Ideal,I,SI1,62.3,58,6.65,6.7,4.16,5469
14442,0.4,Premium,D,VVS2,62,61,4.72,4.7,2.92,1206
1528,0.44,Very Good,D,VS2,62.8,58,4.79,4.86,3.03,850
18163,0.42,Ideal,G,VVS1,60,57,4.84,4.86,2.91,1179
9296,1.05,Premium,H,SI1,62.2,58,6.5,6.46,4.03,4682
2422,2.02,Premium,J,VS2,62,59,8.08,8.06,5,13812
24802,1.5,Premium,I,VS2,62.9,58,7.17,7.08,4.48,8820
180,1.63,Ideal,I,SI1,61.3,56,7.64,7.56,4.66,9694
4581,0.56,Ideal,H,IF,61.3,56,5.32,5.35,3.27,2135
13303,0.33,Ideal,F,VVS2,61.9,56,4.42,4.46,2.75,810
3751,1.37,Ideal,G,VS1,61.1,55,7.2,7.16,4.39,11009
20835,0.71,Ideal,G,VVS1,62.8,56,5.71,5.76,3.6,3254
12705,0.4,Ideal,J,SI1,61.6,56,4.72,4.77,2.93,612
8274,1.02,Premium,F,SI2,60.2,61,6.52,6.48,3.91,4238
4676,2,Premium,E,SI2,61.8,56,8.12,8.05,5,18426
1796,1.21,Ideal,H,SI1,62.2,54,6.8,6.86,4.25,6876
16900,1.7,Premium,I,VVS2,61.7,57.4,7.62,7.67,4.71,13127
15223,0.39,Very Good,G,VS2,62.4,56,4.64,4.68,2.91,787
15548,0.56,Good,F,VS1,58.6,62,5.3,5.45,3.16,1712
20737,0.3,Fair,E,SI1,64.5,49,4.28,4.25,2.75,630
13634,0.41,Ideal,I,VS1,61.9,55,4.82,4.78,2.97,878
21159,0.9,Premium,G,SI1,61.9,59,6.18,6.13,3.81,3669
915,0.71,Premium,H,IF,62.9,60,5.74,5.67,3.59,3349
4344,0.3,Premium,G,VS1,61.7,56,4.33,4.29,2.66,776
1368,0.51,Very Good,E,SI1,63,58,4.99,5.08,3.17,1330
428,0.9,Good,I,SI2,60.9,63,6.13,6.21,3.76,2680
6825,0.31,Ideal,D,SI1,61.4,55,4.35,4.38,2.68,571
21073,0.39,Very Good,F,VS1,57.1,61,4.86,4.91,2.79,1000
5638,0.63,Ideal,G,SI1,,58,5.44,5.48,3.4,1711
14676,0.51,Ideal,H,VVS1,61.8,55,5.15,5.18,3.19,1776
188,0.75,Very Good,I,SI1,63.7,56,5.73,5.77,3.66,2300
22749,2.14,Very Good,I,SI1,61.3,61,8.28,8.32,5.09,15769
10043,0.23,Very Good,E,VVS1,62.4,54,3.95,3.98,2.47,583
16350,0.33,Ideal,G,VVS2,61.5,56,4.49,4.45,2.75,965
9230,0.76,Premium,G,VS1,59.6,57,6.01,5.91,3.55,2937
18150,1,Ideal,H,SI2,59.4,55,6.59,6.65,3.93,4295
22001,0.52,Ideal,E,VS2,61.5,56,5.16,5.18,3.18,1760
10025,0.7,Ideal,F,VVS2,61,57,5.73,5.75,3.5,3478
18152,0.41,Good,E,VVS1,63.5,57,4.73,4.75,3.01,1002
10475,0.7,Fair,F,I1,66.5,62,5.54,5.49,3.67,992
3681,1.21,Premium,H,SI2,60.6,56,6.92,6.84,4.17,5140
23724,0.3,Very Good,F,VS2,61.4,55,4.32,4.37,2.67,524
23415,1.13,Ideal,G,VS2,61.6,57,6.68,6.7,4.12,7159
21938,0.34,Ideal,H,VVS2,61.7,55,4.48,4.5,2.77,667
18692,1,Fair,G,I1,67.3,57,6.26,6.12,4.18,1954
17849,1.5,Very Good,D,SI1,63.1,57,7.31,7.24,4.59,11863
24519,0.94,Ideal,G,VVS1,62.4,58,6.22,6.27,3.9,6488
20083,0.5,Ideal,J,VS2,61.9,54,5.1,5.14,3.17,1054
16429,0.73,Premium,F,I1,59.3,61,5.88,5.75,3.46,1207
15452,0.74,Very Good,I,VS2,60.9,56,5.83,5.86,3.56,2459
11164,0.73,Very Good,E,VS2,61.5,58,5.71,5.8,3.54,3307
10467,1,Ideal,H,SI2,58.3,61,6.56,6.61,3.84,4390
24728,0.3,Good,G,VVS2,63.8,57,4.24,4.26,2.71,684
18859,0.72,Ideal,G,VVS1,62.2,57,5.72,5.75,3.57,3502
6156,0.53,Ideal,G,VS1,61.7,55,5.18,5.22,3.21,1607
19575,0.92,Very Good,J,SI1,62.6,58,6.18,6.22,3.88,3170
12915,0.31,Ideal,F,VVS1,62,55,4.33,4.35,2.69,815
8053,0.7,Premium,G,SI1,62.6,60,5.61,5.57,3.5,2415
12477,0.45,Good,G,IF,59.6,61,5,5.04,2.99,1437
23433,0.53,Very Good,G,SI1,63.4,54,5.09,5.13,3.24,1161
2311,0.9,Ideal,G,SI1,61.9,59,6.16,6.19,3.82,4008
11004,0.41,Ideal,G,IF,61.7,56,4.8,4.77,2.95,1431
3808,2.01,Very Good,G,SI2,63.3,56,8.06,8.01,5.08,12271
12909,0.31,Very Good,H,VS2,58.9,61,4.43,4.46,2.62,457
3087,1.51,Very Good,G,VS2,62.8,57,7.25,7.3,4.57,11923
1563,0.34,Very Good,D,SI1,60.2,60,4.5,4.54,2.72,626
24,1.19,Ideal,J,SI2,61.7,56,6.8,6.85,4.21,4508
20478,0.7,Premium,F,SI1,59.4,60,5.77,5.74,3.42,2239
8265,0.7,Ideal,G,SI1,61.1,55,5.72,5.76,3.51,2335
4088,0.31,Ideal,I,SI1,61.5,55,4.36,4.39,2.69,436
25560,1.07,Very Good,G,VS2,62.3,57,6.56,6.47,4.06,6274
14680,1.01,Good,G,SI1,63.7,60,6.28,6.32,4.01,5021
26903,0.31,Very Good,I,VVS1,63.6,55,4.27,4.32,2.73,541
7291,1.01,Very Good,E,SI1,62.8,57,6.37,6.41,4.01,5499
12923,0.7,Premium,E,SI1,62,60,5.72,5.67,3.53,2444
14261,0.4,Ideal,F,VS1,61.3,56,4.76,4.73,2.91,1050
6650,1.47,Premium,I,SI2,61.6,59,7.29,7.32,4.5,6403
7216,0.54,Premium,D,SI1,58.3,61,5.38,5.32,3.12,1770
3396,0.83,Premium,F,SI2,61.4,59,6.08,6.04,3.72,2840
1305,0.71,Ideal,G,SI1,60.6,56,5.76,5.82,3.51,2368
23684,0.6,Good,F,SI1,57.1,61,5.68,5.57,3.21,1599
15594,1.59,Ideal,H,VS1,61.8,57,7.49,7.42,4.61,12157
16234,1.06,Very Good,E,SI1,63.7,55,6.45,6.49,4.12,5445
374,0.27,Premium,E,VVS1,60.6,58,4.2,4.18,2.54,799
3253,0.3,Ideal,E,VS2,62.8,56,4.32,4.28,2.7,844
26552,1.22,Very Good,F,VS2,62.3,57,6.8,6.84,4.25,8575
11120,0.31,Ideal,F,SI1,62.3,56,4.32,4.35,2.7,516
7215,1,Very Good,D,SI2,61.5,63,6.32,6.27,3.87,4295
306,0.7,Good,F,SI1,64.1,56,5.63,5.6,3.6,2289
5371,0.5,Premium,G,VS1,60.9,59,5.14,5.11,3.12,1583
23396,0.3,Premium,H,VS2,62.7,59,4.26,4.22,2.66,608
13707,0.7,Very Good,I,VS1,62.7,58,5.61,5.65,3.53,2288
13686,1.07,Ideal,F,SI1,62.3,53,6.57,6.59,4.1,6049
25024,2.09,Premium,H,SI2,60.9,58,8.23,8.2,5,13119
17395,0.92,Ideal,G,SI2,61.9,57,6.23,6.25,3.86,4406
2613,1.48,Very Good,I,VS2,63,58,7.16,7.19,4.52,8196
4362,0.32,Premium,H,VVS2,62.2,58,4.38,4.33,2.71,773
26526,0.73,Ideal,H,VS2,62,54,5.79,5.83,3.6,2583
23144,1,Premium,J,VS1,62.8,57,6.39,6.35,4,4144
10101,0.7,Ideal,E,VS1,61,56,5.7,5.77,3.5,3446
21243,1.62,Premium,F,SI1,62.6,58,7.53,7.48,4.7,13298
19977,0.23,Good,E,VVS2,62.2,60,3.9,3.94,2.44,505
8385,1.01,Premium,F,VS2,60.4,59,6.52,6.46,3.92,6271
8565,1.27,Premium,I,SI1,60.9,59,6.94,6.99,4.24,5588
11304,0.42,Ideal,G,VS2,61.6,56,4.83,4.82,2.97,1087
26529,0.24,Good,E,VS2,63,59,3.96,4.01,2.51,378
17877,0.27,Ideal,E,VVS2,62.5,57,4.13,4.1,2.57,799
18326,0.51,Ideal,E,VS2,62.9,57,5.11,5.07,3.2,1662
23413,1.24,Ideal,G,SI1,60.5,60,6.97,6.91,4.2,6994
24341,1.52,Premium,H,SI2,62,58,7.37,7.34,4.56,7906
17723,0.71,Very Good,J,SI2,,58,5.67,5.76,3.49,1764
16567,1.21,Premium,I,SI1,62,56,6.89,6.83,4.25,5285
18542,1.01,Very Good,F,VS2,60.5,59,6.51,6.54,3.95,6944
20859,1.21,Premium,F,SI2,61.5,61,6.82,6.77,4.18,5387
16774,0.26,Good,F,VS1,58,58,4.2,4.25,2.45,453
15880,1.02,Very Good,G,IF,62.3,59,6.36,6.45,3.99,8624
2313,1.36,Ideal,J,VVS2,61.9,56,7.16,7.13,4.42,6973
18991,0.9,Good,H,SI1,64.2,60,6.05,6.02,3.87,2974
25638,0.45,Ideal,F,SI2,62.5,57,4.9,4.86,3.05,996
9032,1.53,Premium,I,VS2,62,58,7.36,7.41,4.58,10013
16806,0.5,Premium,F,VS2,61.8,58,5.1,5.06,3.14,1654
18013,1.27,Ideal,H,SI1,61.5,55,6.97,6.95,4.28,6472
23941,1.13,Very Good,G,SI1,60.9,60,6.67,6.76,4.09,5280
17675,1.01,Premium,G,SI1,62.1,56,6.42,6.36,3.97,4805
20818,0.59,Premium,D,SI2,61.2,60,5.42,5.37,3.3,1572
21999,0.34,Premium,E,SI1,61.9,59,4.48,4.44,2.76,765
22372,1,Good,G,SI1,64.3,58,6.25,6.22,4.01,4427
1840,0.38,Ideal,F,VS1,,57,4.65,4.67,2.86,929
19903,0.51,Very Good,E,VS2,63.1,57,5.12,5.08,3.22,1662
20502,0.75,Ideal,G,SI2,62.5,55,5.82,5.77,3.62,2378
26217,1.43,Premium,F,SI1,61.5,58,7.27,7.22,4.45,8809
13732,0.54,Premium,E,VS1,60.3,58,5.26,5.32,3.19,1939
17203,0.38,Good,D,VS2,63.4,55,4.63,4.67,2.95,871
20215,1.18,Ideal,G,VS2,62.7,55,6.77,6.74,4.23,8564
9249,0.73,Ideal,E,VVS2,62,57,5.79,5.73,3.57,3714
14075,0.71,Very Good,E,VS2,60.7,56,5.81,5.82,3.53,2795
6441,0.4,Ideal,E,VS2,60.9,56,4.78,4.81,2.92,904
7618,0.51,Ideal,H,VS1,61.1,56,5.11,5.16,3.14,1438
1088,2.29,Premium,H,VS2,61.6,60,8.45,8.43,5.2,17539
12205,0.43,Ideal,G,SI2,62.3,53,4.84,4.86,3.02,696
14931,0.71,Very Good,D,VS2,60.3,62,5.69,5.76,3.45,3131
23062,0.39,Very Good,H,VVS2,62.1,58,4.63,4.65,2.88,855
21736,0.3,Ideal,G,IF,61,57,4.31,4.34,2.64,863
16576,0.65,Ideal,E,IF,62.3,56,5.52,5.56,3.45,4184
17247,2.01,Very Good,H,SI1,63.1,56,8.05,8,5.06,11825
4991,1.25,Premium,H,VS1,59.3,57,7.11,7.05,4.2,7560
16091,1.57,Good,G,VS2,57.8,60,7.66,7.6,4.41,12547
5781,0.7,Ideal,E,VVS2,62.6,54,5.65,5.7,3.55,3901
15576,0.36,Very Good,E,VS2,59.9,55,4.66,4.69,2.8,631
15586,0.44,Premium,F,VS2,62.2,58,4.88,4.83,3.02,990
18172,1.16,Ideal,H,SI1,62.2,54,6.72,6.75,4.19,6036
1245,0.46,Ideal,J,VS2,61.4,56,4.96,5,3.06,746
5138,0.61,Ideal,E,VS1,61.7,55,5.45,5.47,3.37,2285
18359,0.7,Premium,D,SI1,58.2,60,5.79,5.75,3.36,2705
26864,0.4,Very Good,E,SI1,62.8,59,4.64,4.69,2.93,737
21191,0.36,Ideal,H,VS2,61.4,57,4.59,4.63,2.83,587
10813,1.07,Ideal,G,VVS2,61.9,56,6.6,6.62,4.09,9169
17923,1.13,Very Good,H,SI1,63.3,56,6.65,6.62,4.2,4689
11359,1.57,Premium,I,SI2,62.4,58,7.41,7.37,4.61,7976
293,0.38,Ideal,D,VS1,62.5,56,4.64,4.67,2.91,1067
19729,1.58,Premium,D,SI1,62.7,60,7.41,7.37,4.63,13995
6659,1,Premium,D,SI1,61.5,60,6.38,6.34,3.91,5488
12138,0.31,Premium,E,VS2,61.3,60,4.39,4.32,2.67,872
3729,1.24,Ideal,I,SI1,62,58,6.83,6.88,4.25,6232
11753,1.08,Premium,H,VS2,62.1,58,6.63,6.51,4.08,5250
20610,0.31,Premium,F,VS2,60.7,61,4.4,4.36,2.66,749
4317,0.76,Premium,F,SI2,62.7,55,5.83,5.74,3.63,2491
13107,0.38,Premium,I,VS1,59.9,60,4.66,4.72,2.81,700
14500,0.91,Fair,D,VS2,65.7,58,6.04,5.99,3.95,4107
9610,1,Very Good,E,VVS2,61.6,60,6.41,6.45,3.96,9139
8185,0.3,Ideal,G,IF,62.4,55,4.3,4.32,2.69,799
10199,0.3,Premium,G,VS2,61.9,58,4.3,4.33,2.67,526
6627,0.5,Very Good,I,SI1,63.5,56,5.02,5.06,3.2,1048
10939,0.33,Very Good,F,VVS1,61.1,58,4.42,4.46,2.71,912
13579,0.34,Ideal,G,IF,61.9,54,4.51,4.53,2.8,974
6745,0.3,Ideal,F,VS2,61.6,57,4.3,4.33,2.66,605
25039,1.1,Ideal,G,VS2,62,56,6.6,6.68,4.12,6534
18308,0.31,Ideal,F,IF,61.2,56,4.38,4.41,2.69,901
26684,0.3,Very Good,J,VS1,63.4,55,4.3,4.25,2.71,506
245,1.01,Very Good,G,VVS1,61.8,59,6.47,6.41,3.98,8373
25938,1.5,Good,H,VS1,64.2,56,7.3,7.09,4.62,8749
5851,0.52,Ideal,H,IF,62.1,57,5.13,5.16,3.19,1956
15549,1.03,Premium,D,SI2,62.5,54,6.5,6.42,4.04,4764
16810,0.36,Premium,F,SI1,60.2,58,4.6,4.63,2.78,576
12081,0.31,Premium,H,VVS1,61.9,58,4.34,4.32,2.68,907
10497,0.9,Very Good,E,VS2,63.8,55,6.11,6.18,3.92,4598
18681,1.32,Ideal,I,VVS1,61,56,7.09,7.07,4.32,8501
7914,1.37,Very Good,E,SI2,62.5,59,6.98,7.04,4.38,7365
522,0.3,Ideal,H,VVS1,61.3,57,4.32,4.36,2.66,665
8592,1.2,Very Good,F,VS2,61.1,58,6.82,6.86,4.18,8232
12451,0.36,Ideal,F,VS2,61.5,55,4.57,4.6,2.82,629
14706,0.34,Very Good,F,VS2,61.5,58.2,4.49,4.51,2.77,730
19330,0.36,Premium,F,VS2,60.5,60,4.61,4.55,2.77,932
9580,0.42,Premium,G,VS1,60.5,59,4.79,4.83,2.91,921
24832,0.51,Ideal,D,VVS2,62,55,5.13,5.16,3.19,2145
12223,0.41,Ideal,F,VVS1,61.8,55,4.78,4.76,2.95,1356
13060,1.01,Ideal,G,SI2,62.8,56,6.4,6.44,4.03,4269
19364,1.52,Premium,H,VS2,61.1,61,7.4,7.36,4.51,8825
2746,0.58,Very Good,H,SI1,61.8,56,5.34,5.38,3.31,1219
6665,1.01,Ideal,F,VS1,62.2,57,6.38,6.48,4,7122
920,0.31,Very Good,G,SI2,61.8,59,4.3,4.34,2.67,408
12958,0.71,Good,I,SI1,64.2,57,5.59,5.57,3.58,1715
3071,0.34,Ideal,F,VVS2,61.8,56,4.47,4.49,2.77,712
24266,0.9,Good,D,SI2,60.3,64,6.14,6.1,3.69,3473
3133,0.41,Premium,G,VVS2,61.6,58,4.74,4.8,2.94,1007
8997,0.71,Ideal,F,SI1,61.9,56,5.69,5.74,3.54,2999
25899,0.36,Premium,F,SI1,,59,4.62,4.58,2.81,770
6734,1.04,Ideal,H,SI1,62.7,54,6.51,6.47,4.07,4515
5490,0.32,Premium,F,SI1,59.3,58,4.5,4.47,2.66,684
21225,0.64,Ideal,H,VS2,62.3,54,5.52,5.55,3.44,1831
23813,0.44,Premium,G,SI1,61,60,4.93,4.88,2.99,990
10309,0.51,Good,F,VVS2,62.4,63,5.05,5.08,3.16,2195
3916,1.51,Premium,H,VS2,62.8,60,7.28,7.25,4.56,11268
11091,1.01,Very Good,I,SI1,61.2,59,6.34,6.44,3.92,4243
842,1.01,Good,G,VS2,63.8,57,6.27,6.34,4.02,5279
10359,0.45,Good,E,SI1,63.9,57,4.81,4.86,3.09,829
24479,1.05,Premium,D,SI1,60.5,56,6.7,6.59,4,5927
7111,0.3,Ideal,G,VS2,60.8,57,4.38,4.33,2.65,630
7005,0.57,Ideal,G,VS2,61.8,57,5.3,5.32,3.28,1608
18199,0.71,Good,F,SI1,64.3,58,5.61,5.55,3.59,2258
19143,1.19,Very Good,H,VS2,60.5,59,6.97,7,4.17,6781
20748,0.72,Very Good,J,SI1,63,57,5.69,5.74,3.6,1966
9194,0.54,Ideal,E,VS1,62.6,55,5.22,5.2,3.26,1823
481,0.58,Ideal,F,VVS2,61.8,56,5.36,5.39,3.32,2395
23025,1.26,Premium,D,VVS2,60.5,58,6.99,7.03,4.24,14663
25641,2.01,Very Good,H,SI1,62.2,60,8.05,8,4.99,17434
23412,0.31,Premium,H,VVS2,61.2,59,4.34,4.38,2.67,625
16186,2.03,Very Good,D,SI2,62.4,59,7.98,8.04,5,18120
2501,0.36,Ideal,E,VS1,61.8,54,4.56,4.6,2.83,835
8541,0.36,Ideal,D,SI1,60.3,56,4.65,4.61,2.79,851
18092,1.01,Premium,F,VS2,61.7,58,6.47,6.43,3.98,7240
17789,0.52,Ideal,E,VS2,,56,5.14,5.17,3.17,1644
18987,0.7,Ideal,G,SI1,,55,5.7,5.73,3.53,2965
18088,0.37,Ideal,F,VS2,60.6,56,4.64,4.63,2.81,957
21496,0.23,Very Good,E,VVS1,59.9,55,3.99,4.13,2.43,682
26572,0.83,Ideal,H,VS2,61.3,54,6.1,6.06,3.73,2975
9384,0.77,Ideal,G,VS2,,55,5.89,5.91,3.64,3786
6840,0.9,Ideal,G,VVS1,,56,6.22,6.24,3.83,6680
17394,0.91,Very Good,E,SI1,63.1,58,6.17,6.12,3.88,4434
16947,0.42,Ideal,J,VS1,62.3,53,4.83,4.86,3.02,636
13394,0.82,Ideal,G,SI2,61.6,56,5.98,6.04,3.7,2692
9328,1.02,Very Good,J,VS2,59.3,58,6.56,6.62,3.91,3796
17134,0.41,Ideal,E,VS2,61.6,55,4.79,4.75,2.94,999
4804,1.01,Ideal,G,VS2,61.9,56,6.4,6.44,3.97,7179
1883,0.42,Premium,E,SI1,60,58,4.89,4.85,2.92,926
23220,1.7,Ideal,I,VS1,63,55,7.75,7.54,4.76,12030
3920,0.82,Ideal,I,SI1,61.8,55,6,6.03,3.72,2959
5519,1.13,Ideal,H,SI1,62.3,56,6.66,6.69,4.16,5384
24856,1.26,Ideal,G,VVS1,61.1,57,7.02,6.98,4.28,10787
10416,0.39,Premium,H,VVS2,62.1,58,4.65,4.63,2.88,1097
16816,1.24,Very Good,J,SI1,60,59,6.99,7.04,4.21,5231
15948,0.42,Premium,D,SI1,61.1,60,4.83,4.79,2.94,1040
13037,0.41,Ideal,F,SI2,62.6,57,4.68,4.77,2.96,603
24298,0.4,Very Good,H,VS1,63.4,58,4.74,4.66,2.98,1007
12224,0.31,Ideal,H,VVS1,61.4,54,4.4,4.43,2.71,687
11688,0.41,Ideal,I,VVS2,62.3,56,4.77,4.73,2.96,1061
24834,0.71,Fair,J,SI2,66.1,58,5.53,5.43,3.62,1362
11611,1.22,Premium,F,VVS2,63,56,6.88,6.76,4.3,10494
10521,0.36,Good,G,SI1,63.3,56,4.5,4.53,2.86,537
17432,0.9,Good,G,VS1,63.6,58,6.09,6.12,3.88,4540
18753,0.34,Ideal,D,VS2,61.6,55,4.48,4.54,2.78,687
22181,1.01,Premium,G,SI1,61,58,6.53,6.49,3.97,4808
440,1.04,Premium,F,VVS2,59.2,58,6.68,6.66,3.95,8722
7753,0.43,Ideal,F,VS2,61.1,56,4.91,4.88,2.99,968
25432,0.5,Ideal,D,SI1,62,54,5.09,5.13,3.17,1404
22808,1.01,Very Good,D,SI2,63.1,54,6.39,6.35,4.02,5703
12000,0.41,Ideal,F,VS2,61.8,56,4.76,4.79,2.95,863
6637,0.29,Ideal,D,VVS2,62.8,56,4.23,4.3,2.68,664
5610,1.55,Premium,I,SI1,62.5,60,7.35,7.33,4.59,9027
5199,0.56,Ideal,E,SI1,62.7,57,5.23,5.27,3.29,1580
6569,0.32,Ideal,D,VS2,62.3,57,4.39,4.41,2.74,758
4738,0.51,Good,D,SI2,64.2,56,5.05,5.02,3.23,1232
6145,0.36,Ideal,D,VS2,61.8,56,4.6,4.56,2.83,1094
13144,1.36,Good,E,SI2,58,64,7.26,7.19,4.19,6397
18418,0.59,Ideal,G,VS1,61.3,55,5.42,5.44,3.33,2129
2675,0.41,Premium,E,VS2,62.1,58,4.75,4.78,2.96,935
7795,0.32,Premium,G,SI1,61,61,4.41,4.38,2.68,612
